SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,PlacementStatus,IsAnomaly,Salary Package,Gender_Female,Gender_Male,City_Ahmedabad,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kochi,City_Kolkata,City_Mumbai,City_Pune,CollegeTier_Tier1,CollegeTier_Tier2,CollegeTier_Tier3,Stream_CS,Stream_Civil,Stream_ECE,Stream_EE,Stream_IT,Stream_Mechanical,Specialisation_AI,Specialisation_DataScience,Specialisation_Embedded,Specialisation_Networking,Hostel_No,Hostel_Yes,HistoryOfBacklogs_No,HistoryOfBacklogs_Yes,CGPA_Tier_High,CGPA_Tier_Low,CGPA_Tier_Mid
6.57,6.54,6.51,6.43,6.21,7.41,5.94,6.28,6.4,63.3,1,0,1.0,0,0,43.9,1.9,24.5,34.8,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False
4.44,4.37,4.8,4.06,4.16,4.49,4.12,4.57,4.39,65.8,0,1,1.0,1,0,42.8,1.7,26.9,32.2,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False
8.26,8.25,7.7,8.16,7.75,7.73,8.31,8.34,7.89,98.3,2,3,3.0,2,2,77.5,3.7,57.7,87.6,1,1,0,8.23,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
9.67,9.8,9.89,9.81,9.78,10.0,9.86,10.0,9.98,88.8,3,3,2.0,4,2,78.7,4.1,71.1,72.0,1,1,0,25.05,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
7.51,7.91,7.35,7.81,7.71,7.66,7.51,7.55,7.66,73.2,1,2,2.0,1,0,61.0,3.2,52.3,48.3,1,1,0,8.99,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
6.09,5.76,6.04,5.62,6.17,6.13,6.08,6.17,5.99,79.6,1,1,2.0,2,1,71.6,3.4,44.7,54.7,1,0,0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
7.31,7.44,7.94,8.34,7.52,7.64,7.98,8.06,7.91,89.8,2,3,3.0,4,1,97.7,3.6,61.8,72.2,0,1,0,12.37,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
5.37,5.13,5.23,5.41,5.11,5.58,5.54,5.66,5.29,76.8,1,2,1.0,3,1,57.2,2.5,50.4,55.0,0,1,0,3.21,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False
6.09,6.58,7.28,6.34,6.61,6.38,6.48,6.54,6.48,95.4,2,4,2.0,4,1,94.5,3.9,86.1,89.7,0,1,0,3.52,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
6.41,7.13,7.35,6.94,6.92,6.48,6.89,6.6,6.84,69.9,0,0,0.0,0,0,48.5,1.0,23.8,31.8,0,0,0,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
10.0,9.57,10.0,9.84,9.69,10.0,10.0,9.55,9.79,90.3,2,4,3.0,3,2,67.0,3.5,93.2,58.2,1,1,0,25.34,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False
5.88,6.14,6.27,6.51,6.3,5.17,6.04,6.2,6.05,74.5,1,2,1.0,2,0,61.9,3.4,70.9,48.7,1,1,0,4.25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
10.0,10.0,10.0,10.0,9.98,10.0,10.0,10.0,10.0,75.9,1,3,4.0,3,2,89.6,4.6,66.4,54.7,0,1,0,18.74,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
9.89,9.64,9.19,8.81,9.35,8.99,9.45,8.96,8.98,77.5,1,1,1.0,2,0,76.1,4.0,57.8,54.7,1,1,0,18.58,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False
5.49,5.57,5.8,5.59,5.8,5.62,5.59,5.76,5.6,70.8,1,1,2.0,2,1,59.8,3.6,49.6,49.2,0,1,0,3.23,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
7.0,7.51,7.77,7.72,7.82,7.34,7.8,8.56,7.73,68.4,2,2,2.0,2,1,69.9,4.0,86.7,76.4,1,1,0,8.46,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
7.22,7.01,7.43,6.64,6.1,6.6,6.85,6.21,6.65,54.1,0,0,1.0,0,0,69.9,2.3,18.5,31.7,1,0,0,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
6.39,6.64,7.36,6.58,6.19,6.6,6.61,6.84,6.63,73.1,1,3,2.0,1,1,73.1,3.6,59.4,65.4,1,1,0,12.03,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
4.35,4.26,4.43,4.57,4.33,4.03,4.45,4.36,4.4,63.0,1,0,0.0,1,0,45.1,1.1,30.0,31.5,0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
5.73,5.79,5.57,6.01,5.64,5.87,5.67,5.51,5.69,61.8,0,1,1.0,0,0,69.9,1.8,24.7,38.6,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False
6.77,6.72,6.6,6.54,7.13,6.79,6.5,7.0,6.81,64.9,0,0,1.0,2,0,72.9,3.1,62.4,55.3,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
6.34,6.97,6.91,6.54,6.64,6.46,6.66,6.72,6.66,61.7,1,1,0.0,0,1,47.4,3.2,27.7,33.9,0,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True
10.0,10.0,10.0,9.81,10.0,10.0,9.96,10.0,10.0,98.0,1,3,2.0,3,2,78.7,4.6,86.6,71.9,1,1,0,25.61,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
9.35,9.55,9.52,9.78,9.6,9.78,9.64,9.99,9.66,99.9,2,4,2.0,3,1,87.8,3.7,65.0,70.1,0,1,0,18.61,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
9.28,8.98,9.13,9.06,9.34,9.65,9.45,8.76,9.27,91.3,1,4,2.0,4,1,90.5,4.3,68.5,54.7,0,1,0,18.68,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False
8.03,7.42,7.52,8.21,8.31,8.25,7.77,8.02,8.01,97.9,2,4,2.0,5,2,69.9,3.2,78.6,73.2,1,1,0,18.97,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
8.19,7.95,7.85,7.62,8.2,8.44,7.63,8.07,8.0,68.6,0,3,2.0,2,0,60.8,4.0,52.6,41.2,0,1,0,8.95,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
9.69,10.0,10.0,9.77,10.0,10.0,9.81,10.0,9.76,88.2,2,3,2.0,3,2,69.0,4.3,83.5,81.5,1,1,0,25.86,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False
6.15,6.48,6.43,5.86,6.4,6.16,6.56,5.9,6.37,54.9,0,1,0.0,0,1,53.2,2.5,28.9,26.2,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
8.1,8.59,8.41,8.03,9.0,8.31,8.39,8.3,4.49,51.62642653,1,2,1.0,2,1,35.1,3.8,0.5,54.7,1,1,1,18.33,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
6.51,7.1,6.66,6.72,6.48,7.06,6.69,6.96,6.77,91.9,2,2,3.0,3,1,85.1,4.6,82.8,79.7,1,1,0,8.37,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True
6.9,6.93,7.68,7.05,7.03,7.01,6.58,7.09,6.95,71.6,1,2,1.0,1,1,63.5,4.4,56.6,54.9,1,1,0,8.85,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
8.05,8.49,8.4,8.51,7.68,8.64,8.1,8.08,8.09,85.3,2,3,3.0,3,2,75.1,5.0,57.7,59.1,1,1,0,18.99,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False
4.0,4.21,4.2,4.0,4.0,4.04,4.0,4.0,4.28,61.3,0,1,0.0,0,0,46.8,1.8,30.7,25.4,0,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
7.25,7.53,7.31,7.49,8.06,8.06,7.64,7.84,7.66,84.3,2,4,3.0,4,2,80.8,3.7,100.0,71.3,1,1,0,12.29,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
5.84,4.8,4.85,5.88,4.89,5.42,4.58,5.33,5.29,50.0,1,0,1.0,0,0,44.8,3.2,28.9,18.8,0,0,0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
4.25,4.0,4.34,4.42,4.0,4.0,4.11,4.0,4.0,69.7,1,2,2.0,1,0,76.6,2.9,57.7,54.3,1,0,0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
6.75,6.77,6.7,6.16,7.37,7.19,7.11,7.57,7.14,92.0,3,4,2.0,4,1,79.9,4.5,57.7,67.3,1,1,0,12.16,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
9.06,9.25,10.0,9.82,9.78,9.69,10.0,9.95,9.82,87.1,2,4,3.0,2,2,100.0,2.7,65.3,70.0,1,1,0,18.72,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
6.11,6.3,6.55,6.3,6.62,6.45,6.15,5.78,6.23,63.4,1,1,2.0,0,1,46.2,1.9,22.9,54.7,0,0,0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False
5.97,5.98,6.24,6.13,5.87,6.05,6.0,6.18,6.08,70.0,1,1,1.0,2,0,62.9,3.2,59.8,46.1,0,0,0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False
5.79,5.74,5.6,5.38,5.79,5.54,5.45,5.65,5.55,79.9,1,1,2.0,1,0,54.9,3.8,46.3,55.6,0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
8.48,8.05,8.54,8.69,8.04,8.9,8.05,8.76,8.62,60.3,2,2,1.0,1,0,56.7,3.7,55.6,40.8,0,1,0,18.89,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
8.97,8.88,8.8,8.96,8.96,9.19,9.03,8.99,9.02,99.7,1,2,2.0,2,1,93.1,4.4,94.1,61.3,1,1,0,25.74,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
5.97,5.69,6.0,5.47,6.03,6.14,6.15,5.82,5.96,75.4,1,2,2.0,2,1,67.6,3.5,55.3,43.6,1,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
9.44,9.54,9.78,9.6,9.59,9.59,9.49,10.0,9.71,98.4,1,3,3.0,2,0,57.6,4.3,79.7,86.6,0,1,0,18.52,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
7.01,6.76,7.14,6.89,7.02,7.59,7.28,6.89,7.14,50.4,0,1,1.0,1,0,37.1,1.2,26.1,29.4,0,0,0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True
9.43,8.82,8.95,8.79,8.69,8.51,9.05,9.1,9.0,84.4,1,2,2.0,1,0,74.4,3.0,49.5,45.6,1,1,0,18.27,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False
8.4,8.22,8.27,8.59,8.65,8.37,7.99,8.43,8.24,92.7,1,5,3.0,3,1,77.7,3.4,90.5,74.2,1,1,0,22.31,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False
9.91,9.62,10.0,10.0,10.0,10.0,10.0,9.69,9.72,96.6,2,3,1.0,3,2,82.5,3.2,68.6,81.8,1,1,0,25.24,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
8.21,8.55,8.22,9.35,9.03,8.81,8.97,8.5,8.75,83.5,2,2,3.0,4,1,69.7,4.5,79.8,73.4,1,1,0,22.33,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
7.48,7.89,8.15,8.57,7.92,8.03,8.1,8.54,7.94,74.3,2,3,4.0,2,2,85.4,4.1,62.8,71.3,1,1,0,10.42,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
7.47,7.74,7.62,7.2,7.48,7.62,7.76,7.48,7.59,86.5,1,1,2.0,2,1,63.5,3.1,49.1,54.7,1,1,0,8.48,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True
8.15,8.32,8.33,8.5,8.69,8.59,8.42,8.16,8.36,84.0,1,2,1.0,3,1,63.7,4.4,58.5,44.9,1,1,0,18.65,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False
5.09,5.3,5.28,5.38,5.82,5.16,5.24,5.31,5.36,63.0,0,0,0.0,1,0,41.7,2.2,23.6,33.1,1,0,0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
9.61,9.68,9.26,9.52,9.39,9.66,9.41,9.75,9.54,76.7,0,2,1.0,1,1,81.5,3.0,54.7,59.7,1,1,0,18.8,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
7.05,7.82,7.56,8.08,8.0,7.49,7.96,7.46,7.67,86.5,0,3,1.0,4,2,85.9,3.4,75.8,64.6,1,1,0,8.91,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True
